Kalınlık;Renk Değer;Kağıt Renk;Pres Plaka Yüzey;Melamin Pres Hatları;Max üst yoğ.kg/m3;Min. Orta. Kg/m3;Max alt yoğ.kg/m3;Üre Jel Süresi (Emprenye);Melamin Jel Süresi (Ceketleme);Sağ (%Reçine);Sağ (%Nem);Orta (%Reçine);Orta (%Nem);Sol (%Reçine);Sol (%Nem);Plaka Sıcaklıkları Min;Plaka Sıcaklıkları Max;Özgül Basınç Min;Özgül Basınç Max;Anlık Duruş;Ölü Zaman Minimum;Ölü Zaman Maximum;Presleme Süresi Min;Presleme Süresi Max
18;191;KAPLAN;GÖLGE;M11;876,7;576,4;915,4;2,81;5,24;62,3;7,486;63,29;5,39;63,1;6,5;165,7;205,6;22,02;56,78;50,66;12,61;22,94;27,79;38,71
18;191;KAPLAN;GÖLGE;M16;948,1;574,5;947;3,07;5,72;64,56;7,236;65,49;6,53;64,9;6,1;151,2;160,1;27,94;38,81;49,71;12,37;22,12;28,31;32,4
18;191;KAPLAN;GÖLGE;M17;981,7;524,2;879,7;3,3;3,71;65,12;6,62;63,5;5,54;63,1;6,8;162,8;150,9;23,19;32,12;49,47;14,17;21,32;27,21;38,82
18;191;KAPLAN;GÖLGE;M15;973,8;507,6;896,9;2,68;3,88;65,41;6,614;63,45;6,11;65,5;6,9;185,3;180,4;23,5;48,19;55,87;14,66;22,17;26,13;34,88
18;191;KAPLAN;GÖLGE;M6;1011,9;536,4;963;3,26;3,73;63,19;7,61;65,65;5,43;65,8;6,4;173,8;185,9;24,08;57,17;49,74;12,33;21,25;20,6;31,26
18;191;KAPLAN;GÖLGE;M9;975;576,7;939,8;2,93;7,3;62,22;7,015;64,49;5,49;66;6,9;169,7;185,5;25,82;41,18;51,56;14,77;21,05;23,54;36,98
18;191;KAPLAN;GÖLGE;M3;869,8;492,8;935,9;3,55;7,22;62,21;6,463;65,42;7,08;65,7;6;144,5;165,7;24,8;38,79;53,55;12,91;21,31;25,37;39,44
18;191;KAPLAN;GÖLGE;M4;1004,9;504,1;1023,3;4,42;4,53;64,2;7,705;62,9;6,65;63,7;6,3;169,5;219,3;26,29;32,15;52,74;14,07;21,12;28,07;35,13
18;191;KAPLAN;GÖLGE;M14;980,3;569;1019,4;4,08;5,8;62,86;6,655;63,49;5,95;64,7;6,6;148,5;195,6;23,76;30,18;55,68;12,12;21,17;29,82;34,85
18;191;KAPLAN;GÖLGE;M1;959,3;516,6;949,5;4,9;5,63;65,95;6,641;63,18;5,99;65,9;6,1;152,7;162,2;25,5;58,45;45,95;14,6;22,89;21,12;31,88
18;191;KAPLAN;GÖLGE;M2;993,1;508,3;999,3;4,94;4,19;65,21;7,632;63,6;5,07;64,9;6,2;145,4;181,2;24,07;35,26;59,33;14,96;21,94;26,95;36,02
18;191;KAPLAN;GÖLGE;M12;867,8;521,8;916,9;2,43;4,85;63,7;7,517;62,71;7,58;64,4;7;176,9;191,1;22,7;30,25;55,58;12,01;21,28;29,13;32,6
18;191;KAPLAN;GÖLGE;M13;944;555,4;892,2;3,32;3,41;62,11;6,744;63,69;6,11;63,8;6,1;181,4;205,9;28,77;55,59;49,89;14,76;21,66;29,77;34,76
18;191;KAPLAN;GÖLGE;M7;987,9;508,6;986,5;3,32;7,22;66,03;7,622;63,15;5,55;64,6;6,3;174,5;204,8;27,26;50,36;54,46;12,53;22,58;29,12;38,41
18;191;KAPLAN;GÖLGE;M8;904,5;571,3;935,5;3,74;8,04;64,31;6,588;64,37;7,36;65,4;6,3;143,5;164,6;26,4;51,74;46,09;12,2;22,61;29,88;36,19
18;191;KAPLAN;GÖLGE;M10;868,9;573,8;1004,8;2,94;6,65;64,41;7,739;62,06;5,31;64,6;6,8;140,7;180,8;28,02;56,31;51,03;13,19;21,29;29,5;39,9
18;191;KAPLAN;GÖLGE;M5;867;488,9;934,1;4,44;5,81;64,48;6,72;63,41;5,88;63,1;6,9;146,7;183,1;21,64;41,02;45,18;14,92;21,53;21,67;36,12
18;191;KAPLAN;GÖLGE;M11;971,9;525,1;977;4,55;6,48;63,61;7,481;62,9;6,22;63,6;7;189,9;213,6;27,57;52,81;46,09;13,93;21,36;28,67;32,75
18;191;KAPLAN;GÖLGE;M16;913,3;573,8;946,4;2,99;5,83;65,04;7,193;65,13;7,84;65,4;6;154,5;160,1;29,34;38,13;53,75;14,05;22,57;29,95;35,25
18;191;KAPLAN;GÖLGE;M17;981,2;557,1;963,4;3,44;3,5;65,69;6,786;62,1;5,46;63,1;6,7;150,2;194,5;24,6;37,11;55,42;14,83;22,02;29,55;38,62
18;191;KAPLAN;GÖLGE;M15;886,2;514,7;899,5;2,68;3,19;62,78;7,491;65,8;7,09;64,6;6,8;182,8;155,9;25,27;59,1;57,94;13,53;22,97;26,5;33,32
18;191;KAPLAN;GÖLGE;M6;888,4;533,4;1026,2;2,47;6,77;63,49;7,6;65,16;6,23;64,2;6,1;172,4;219,9;22,79;51,38;50,5;13,35;22,24;24,65;37,32
18;191;KAPLAN;GÖLGE;M9;928,7;519,5;877,9;5,43;5,42;63,37;6,36;64,59;7;63,9;6,8;165,6;199,1;26,42;38,21;59,42;12,84;22,5;24,82;39,25
18;191;KAPLAN;GÖLGE;M3;890,8;582,5;961,5;5,12;5,6;65,09;6,971;65,86;7,45;65,9;6,9;180,2;211,4;24,83;64,1;54,28;13,73;21,51;28,34;38,09
18;191;KAPLAN;GÖLGE;M4;948;575,5;966,8;3,9;7,44;65,78;6,764;63,54;6,46;63,2;6,3;184,7;166,9;22,49;59,78;54,86;12,71;21,69;29,71;35,27
18;191;KAPLAN;GÖLGE;M14;1004,8;566,7;883,5;4,54;4,86;66,18;6,677;62,76;5,29;65,5;6,8;145;168,3;28,95;61,46;46,56;12,1;22,59;28,35;37,95
18;191;KAPLAN;GÖLGE;M1;883,9;529;891,3;3,52;3,67;64,16;6,367;62,53;7,36;65,2;6,8;161,7;193,9;22,64;60,38;49,51;14,51;22,65;28,11;38,87
18;191;KAPLAN;GÖLGE;M2;987;554,7;997,3;3,41;5,63;64,55;7,549;65,27;5,29;64,1;6;156,1;165,4;20,74;37,48;59,41;12,89;21,55;28,96;35,17
18;191;KAPLAN;GÖLGE;M12;971,6;569,5;909,9;4,03;5,21;65,17;6,988;62,59;5,72;63,7;6;182,3;157,4;28,6;34,96;57,92;13,08;21,37;25,06;37,96
18;191;KAPLAN;GÖLGE;M13;876,1;494,2;943,8;3,28;4,15;63,52;7,738;62,77;5,78;65,5;6,3;183,5;205,5;28,55;46,32;46,88;12,59;21,82;27,44;34,05
18;191;KAPLAN;GÖLGE;M7;1011,4;525;1003,8;4,67;7,53;64,05;6,45;64,81;6,25;63,8;6,3;144,5;190,3;23,32;53,18;59,75;14,71;22,03;26,04;38,42
18;191;KAPLAN;GÖLGE;M8;990,6;515,4;1007,4;5,47;3,9;64,51;6,386;64,31;8;65,1;6,6;156,5;214,3;28,68;59,07;50,74;12,25;21,8;20,68;39,7
18;191;KAPLAN;GÖLGE;M10;921,3;570;950,3;4,08;5,67;62,46;7,267;63,38;5,37;65,3;6,6;167;164;24,22;62,73;47,1;12,99;22,73;21,45;32,47
18;191;KAPLAN;GÖLGE;M5;991,1;493,7;943,5;2,93;2,59;65,72;7,624;64,53;6,32;63,8;6,7;163,4;195;29,99;56,84;49,08;12,52;22,14;22,06;34,52
18;191;KAPLAN;GÖLGE;M11;920,7;552,4;924,6;2,89;3,55;63,77;7,185;62,84;5,45;65,9;6,1;171;158,5;28,88;49,89;47,41;14,29;21,29;28,22;34,04
18;191;KAPLAN;GÖLGE;M16;999,4;490,8;1023,3;2,59;6,08;62,83;7,173;65,3;6,85;63;6,2;173,5;191,7;21,03;36,16;51,02;13,15;22,05;20,49;31,41
18;191;KAPLAN;GÖLGE;M17;982,5;526,8;872;3,24;4,38;63,76;6,511;65,5;7,35;65;6,6;159,7;215,2;27,62;43,33;49,26;12,5;21,49;24,57;32,53
18;191;KAPLAN;GÖLGE;M15;957,3;578,4;913,4;3,49;5,47;65,27;7,252;62,92;5,59;64,8;6,2;189,9;218,7;22,5;50,56;45,04;14,13;22,8;22,87;33,51
18;191;KAPLAN;GÖLGE;M6;992;513,9;946,1;3,42;3,11;65,14;6,886;65,22;5,75;64,3;6,7;173,6;215,9;23,79;35,35;51,81;13,85;21,02;26,91;32,73
18;191;KAPLAN;GÖLGE;M9;889,4;564,7;1021,1;3,37;5,06;64,42;7,166;65,78;7,78;64;6,1;158,7;181,6;25,54;50,93;46,97;13,94;22,94;24,53;39,73
18;191;KAPLAN;GÖLGE;M3;913,9;558,3;928,4;3,14;4,6;66,19;6,495;62,67;5,33;65,9;6,4;141,3;219,2;25,37;33,92;56,51;12,34;21,97;23,5;38,79
18;191;KAPLAN;GÖLGE;M4;913,5;576,4;921,4;4,81;4,26;64,4;7,578;64,38;7,98;64,2;6,9;163,8;171,9;26,06;38,47;56,17;13,16;22,54;22,95;38,02
18;191;KAPLAN;GÖLGE;M14;930,2;581,5;976,4;2,42;6,82;65,1;7,651;63,53;6,76;64,6;6,3;162,5;161,5;20,04;38,08;47,56;12,75;21,25;22,68;35,2
18;191;KAPLAN;GÖLGE;M1;907,1;566,8;1011,3;4,85;6,53;66,48;7,536;64,75;6,79;65,4;6,2;163,2;188,3;21,9;60,47;58,75;14,4;21,66;28,25;35,86
18;191;KAPLAN;GÖLGE;M2;916;542,7;947,2;5,42;6,95;63,84;7,45;64,47;7,99;64,9;6,2;180,1;210,6;28,35;58,78;58,56;14,26;21,69;29;34,65
18;191;KAPLAN;GÖLGE;M12;980,3;548,6;953,6;3,39;3,61;66,13;6,678;65,66;6,29;64,1;6,1;177,3;205;23,83;44,85;52,55;14,31;22,15;25,8;35,02
18;191;KAPLAN;GÖLGE;M13;1011,8;564,3;995,8;2,78;6,02;63,89;7,705;65,13;5,63;64,1;6,3;153,3;213,6;29,71;57,8;54,71;14,87;21,83;27,5;36,4
18;191;KAPLAN;GÖLGE;M7;1016;577,2;923,9;5,03;2,54;65,18;7,204;63,43;7,53;65,5;6,5;161;170,2;20,31;33,29;50,73;14,96;21,57;23,45;35,42
18;191;KAPLAN;GÖLGE;M8;1011,9;552,2;991,4;2,72;6,48;65,06;7,641;62,51;7,58;63,4;6,2;144;215;21,6;35,64;58,17;12,71;21,28;27,74;38,89
18;191;KAPLAN;GÖLGE;M10;909,6;493,7;986,8;4,94;4,8;64,69;7,864;64,82;7,54;64,1;6,2;152,5;186,3;25,13;33,43;54,02;12,55;22,61;23,76;31,76
18;191;KAPLAN;GÖLGE;M5;929,7;494,8;950,3;3,96;2,68;65,49;6,379;62,64;7,97;64,8;6,1;182,5;219,4;27,29;31,11;51,36;12,22;22,78;27,72;39,89
18;191;KAPLAN;GÖLGE;M11;976,9;507,5;1000,5;4,8;4,59;66,68;6,4;64,97;5,68;65,4;6,3;166;176,2;21,95;57,8;57,2;12,04;21,04;30;34,97
18;191;KAPLAN;GÖLGE;M16;932,3;498,6;983,6;3,65;6,52;62,42;7,713;63,79;5,43;65,5;6,8;160,9;203,6;26,31;60,61;54,21;12,78;22,36;26,79;31,56
18;191;KAPLAN;GÖLGE;M17;882,5;587,3;921,2;4,23;6,8;62,59;7,11;64,82;7,8;66;6,2;170,2;193,3;28,62;54,57;51,6;14,54;21,94;28,01;35,14
18;191;KAPLAN;GÖLGE;M15;939,6;587,4;1005,4;3,7;3,98;63,81;7,353;62,89;6,49;64,4;6,6;163,3;215,8;27,31;36,27;51,55;14,32;22,82;22,55;36,29
18;191;KAPLAN;GÖLGE;M6;970,7;492,7;1025;4,47;7,5;64,94;6,803;64,43;7,28;65,9;6,4;188;166,6;24,3;31,94;56,32;12,09;22,4;27,07;37,55
18;191;KAPLAN;GÖLGE;M9;951,1;580,1;994,9;2,92;6,73;66,2;6,842;65,19;5,88;63,6;6,1;181,7;203;27,24;48,39;49,87;13,95;21,44;27,72;32,85
18;191;KAPLAN;GÖLGE;M3;982,7;582,1;945,8;4,87;6,61;65,55;7,197;65,81;6,85;64,2;6,3;143,3;177;21,28;40,41;45,75;12,28;21,16;22,86;37,4
18;191;KAPLAN;GÖLGE;M4;903,2;535,9;927,4;2,98;4,4;64,99;6,45;63,5;5,75;66;6,1;171,2;182;21,58;46,11;50,95;13,61;22,63;24,04;34,06
18;191;KAPLAN;GÖLGE;M14;951,6;583,1;906,3;5,19;7,93;64,97;6,933;63,28;6,7;65,7;6,4;189,4;157,9;23,72;32,06;54,5;14,56;21,56;26,1;37,12
18;191;KAPLAN;GÖLGE;M1;975,7;533,3;980,7;2,64;7,1;63,21;7,796;63,91;5,53;63,8;7;186,5;152,6;21,77;62,96;52,69;12,15;22,81;20,9;31,49
18;191;KAPLAN;GÖLGE;M2;984,1;504,4;937,1;3,66;5,06;64,9;7,908;65,27;7,9;65,2;6,8;151,4;191,2;23,22;59,31;59,88;14,76;22,08;23,91;35,9
18;191;KAPLAN;GÖLGE;M12;879;552,5;976,6;3,6;7,78;62,41;7,643;65,75;7,53;63,5;6,6;150,4;215;24,74;33,35;50,86;13,65;22,26;25,43;39,4
18;191;KAPLAN;GÖLGE;M13;874,4;534,5;1011,2;4,16;7,73;66,13;6,421;65,73;5,61;65,4;6,1;168;200,1;28,46;46,55;56,13;13,11;22,98;28,33;34,88
18;191;KAPLAN;GÖLGE;M7;1016,4;533,5;925,8;2,77;5,14;64,87;7,776;64,76;6,79;63,8;6,6;145,8;185,1;29,26;51,33;54,37;12,18;22,76;25,06;36,1
18;191;KAPLAN;GÖLGE;M8;957,2;492,6;872,1;4,29;7,29;64,17;6,46;62,95;7,68;63,8;6,7;173,7;160,6;24,1;36,29;59,46;12,7;21,77;21,64;36,77
18;191;KAPLAN;GÖLGE;M10;871,7;540,5;931,3;3,12;3,58;63,44;7,883;65,75;7,26;63,7;7;180,2;160,6;20,92;59,61;54,49;12,77;21,52;27,61;32,03
18;191;KAPLAN;GÖLGE;M5;985,7;552,6;989;2,61;7,98;65,88;7,797;65,8;6,58;64,9;6,8;141,7;174,6;23,67;42,36;54,52;14,65;22,26;21,47;37,25
18;191;KAPLAN;GÖLGE;M11;926,7;509,7;949;4,95;4,54;64,53;7,615;62,02;5,11;65,3;6,7;179,5;194,6;27,13;52,54;45,36;14,98;21,42;21,32;36,9
18;191;KAPLAN;GÖLGE;M16;988,2;553,9;1021,5;4,13;5,1;65,78;7,475;63,16;7,44;63,4;6,5;174,7;152,8;27,61;51,03;56,5;12,85;22,46;29,03;34,39
18;191;KAPLAN;GÖLGE;M17;883,3;535,8;973,5;4,71;6,98;64,48;7,14;65,12;6,46;63,1;6,1;177,5;197,1;25,87;44,29;48,81;12,09;21,25;29,15;31,53
18;191;KAPLAN;GÖLGE;M15;916,8;544,4;985,8;3,44;7,05;62,53;6,593;65,6;6,26;66;6,6;186,3;157,3;21,86;30,25;48,31;12,66;21,3;27,48;31
18;191;KAPLAN;GÖLGE;M6;979,1;539,6;928,4;3,22;7,53;63,85;7,839;63,04;7,93;63,3;7;181,2;193,7;29,22;56,63;47,76;12,31;22,12;23,71;31,85
18;191;KAPLAN;GÖLGE;M9;924,6;537,2;993,5;3,16;8,09;64,15;7,528;62,15;6,31;64,9;6,4;149,5;183,8;29,49;45,66;46,39;13,1;22,2;29,4;31,09
18;191;KAPLAN;GÖLGE;M3;1018;537,9;935,9;5,2;5,56;62,68;7,477;63,37;7,52;65,2;6,1;180;174,3;20,32;59,89;52,93;12,68;21,75;23,05;31,88
18;191;KAPLAN;GÖLGE;M4;888,6;515;948,9;4,98;7,78;65,89;6,585;63,9;5,32;63,5;6,7;147,1;219,1;29,84;35,93;46,03;13,42;21,88;20,97;38,12
18;191;KAPLAN;GÖLGE;M14;946,1;581,7;1009,5;3,54;4,43;63,45;6,818;63,95;5,86;65,3;6,9;183,4;183,9;29,13;63,6;59,24;13,5;22,69;27,21;37,7
18;191;KAPLAN;GÖLGE;M1;976,4;508,5;985;2,82;6,78;64,34;6,7;64,85;6,44;65,5;6;174,2;171,3;28,28;49,08;48,62;13,85;22,91;22,19;37,27
18;191;KAPLAN;GÖLGE;M2;906,4;517,6;932,8;5,25;2,78;62,13;7,336;64,35;7,45;65,8;6,8;151,3;190;28,83;58,5;56,23;12,84;22,36;24,42;35,61
18;191;KAPLAN;GÖLGE;M12;1009,8;522;925,2;2,56;5,44;62,24;7,766;64,28;5,89;65;6,3;185,9;176,7;22,61;45,5;58,69;14,65;22,1;23,86;32,21
18;191;KAPLAN;GÖLGE;M13;969,1;555,2;949,6;2,99;5,1;62,23;6,963;64,55;5,64;63,2;6,7;159,2;155;23,63;54,69;54,4;12,7;21,2;28,72;39,51
18;191;KAPLAN;GÖLGE;M7;1004,4;561,7;955,8;5,01;7,84;62,74;6,96;63,87;7,23;64;6,5;184,8;175,3;23,87;56,59;59,81;12,98;22,35;23,66;38,54
18;191;KAPLAN;GÖLGE;M8;878,6;517;988,6;4,18;5,68;66,43;7,131;63,2;6,37;65,5;6,5;151,6;175,8;27,02;44,75;54,31;14,04;21,19;28,86;37,38
18;191;KAPLAN;GÖLGE;M10;1014,6;545,9;907,4;4,29;6,51;63,21;7,63;65,32;5,3;65,6;6,5;169,9;150,8;28,18;60,02;53,46;14,46;22,01;28,5;38,68
18;191;KAPLAN;GÖLGE;M5;884,1;490,9;970,3;3,51;7,14;65,3;7,503;63,5;7,44;63,8;6;187,3;159,4;22,62;45,01;48,22;13,43;22,09;24,08;36,7
18;191;KAPLAN;GÖLGE;M11;979,8;527;881,3;3,02;3,09;64,08;7,691;65,03;5,12;64,7;6,1;181,9;179,7;23,58;62,5;55,06;14,31;22,88;20,93;39,5
18;191;KAPLAN;GÖLGE;M16;910,8;494,6;937;3,9;2,55;66,65;7,692;62,09;5,01;65,5;7;145,2;156,2;26,08;31,41;54,95;13,98;22,4;23,89;33,7
18;191;KAPLAN;GÖLGE;M17;970,8;578,8;1022,3;3,98;4,39;65,86;7,205;64,94;7,51;65,8;6,5;182,8;204,7;29,18;47,87;59,9;12,1;21,88;22,58;31,94
18;191;KAPLAN;GÖLGE;M15;949,7;528,3;980,8;4,36;5,31;65,92;6,657;65,27;6,55;64,4;6,9;183,2;187,7;23,52;58,29;46,19;13,33;21,71;25,45;38,58
18;191;KAPLAN;GÖLGE;M6;971,6;501,2;945,3;3,62;5,77;64,07;7,833;64,47;6,28;64,6;6,3;164,3;162,7;25,39;37,26;58,82;14,91;21,75;26,79;37,4
18;191;KAPLAN;GÖLGE;M9;985,5;559,4;898,7;2,54;5,34;62,32;7,142;65,4;5,68;65,3;6,8;164,9;166,1;25,75;56,78;53,28;13,59;21,45;27,98;33,8
18;191;KAPLAN;GÖLGE;M3;908,5;568,3;896,8;3,99;5,25;66,06;6,608;63,92;6,58;63,1;7;173,8;194,7;27,91;53,52;53,62;12,28;21,77;28,58;32,64
18;191;KAPLAN;GÖLGE;M4;1006,2;532,8;980,8;4,5;6,78;62,67;7,09;62,83;5,1;64,6;6,1;170,8;216,5;28,61;54,14;53,38;13,54;22,98;29,34;38,45
18;191;KAPLAN;GÖLGE;M14;907;552;910,9;4,2;5,31;65,14;6,774;63,62;5,89;65,7;6,6;188;169,7;21,12;55,88;53,35;12,89;21,12;23,31;37,07
18;191;KAPLAN;GÖLGE;M1;1013,3;585,4;964,7;4,82;5,97;63,13;6,823;65,69;7,91;63,4;6,6;176,3;166,8;22,39;49,27;55,28;12,8;21,91;25,06;37,33
18;191;KAPLAN;GÖLGE;M2;974,7;574;947,1;5,2;6,68;66,08;7,493;63,08;6,72;63,1;6,5;151,6;179,3;24,85;47,25;56,04;12,79;22,33;21,66;32,41
18;191;KAPLAN;GÖLGE;M12;919,3;528,1;873,7;4,29;6,5;64,21;6,85;62,35;7,48;65,6;6,5;153,1;207;24,94;34,48;47,25;14,26;21,31;22,34;39,7
18;191;KAPLAN;GÖLGE;M13;923,5;538,3;1005,5;4,96;4,54;63,58;7,149;65,65;7,44;65,2;6,6;142,7;209,9;24,31;44,03;59,23;14,57;22,78;22,17;34,84
18;191;KAPLAN;GÖLGE;M7;891,4;546,8;1007,2;3,93;2,78;66,13;7,736;65,81;7,23;64,4;6,5;183,3;218;29,58;33,13;52,23;13,79;21,24;29,9;31,14
18;191;KAPLAN;GÖLGE;M2;947,4;548,2;980,6;3;3,03;64,74;7,652;63,99;7,86;65;6;150,4;169,7;29,88;64,8;56,67;12,32;21,1;24,45;34,11
18;191;KAPLAN;GÖLGE;M12;966,1;582,7;1021,7;4,63;5,26;63,31;7,185;63,89;7,63;65,9;6,4;162,4;218,6;20,91;58,71;46,66;13,37;21,68;27,61;32,8
18;191;KAPLAN;GÖLGE;M13;1018,5;502,2;879,3;2,86;4,24;65,19;7,412;64,39;5,65;64,8;6,8;185,2;217,9;23,57;30,53;48,46;12,5;22,66;22,84;32,81
18;191;KAPLAN;GÖLGE;M7;919,7;521,5;977,5;2,58;7,51;65,63;7,586;62,03;6,69;65,6;6,3;148,1;168,6;26,8;38,01;49,16;14,79;21,49;29,23;39,9
18;191;KAPLAN;GÖLGE;M2;967,1;490;952,3;2,54;4,35;66,51;7,183;64,71;5,64;63;6,5;141,6;206,8;20,26;54,66;54,51;13,16;21,78;20,31;38,8
18;191;KAPLAN;GÖLGE;M12;944,1;503,6;968,1;4,18;6,41;63,57;6,391;64,46;7,87;65,2;6,1;181,3;165,7;26,56;61,95;54,19;12,47;22,8;24,4;38,08
18;191;KAPLAN;GÖLGE;M13;874,4;573,8;939;4,52;5,05;62,6;6,517;65,68;6,86;64,3;6,7;153,4;154,7;28,96;41,47;52,96;12,14;22,39;23,98;31,29
18;191;KAPLAN;GÖLGE;M7;946,1;559,3;872,3;4,07;3,49;65,89;7,55;62,03;7,55;64;6,2;152,8;199,6;28,17;30,44;46,81;13,58;22,42;20,17;38,61
18;191;KAPLAN;GÖLGE;M2;893,8;493,3;954,9;5,5;7,11;63,11;6,49;62,34;7,94;63,6;6,7;156;156,5;25,35;34,16;53,38;14,87;22,07;23,71;33,53
18;191;KAPLAN;GÖLGE;M12;1005,2;576;951,2;2,98;7,64;66,14;7,506;63,35;5,31;63,6;6,6;144,3;207,9;20,5;54,65;52,8;12,97;21,39;21,91;33,6
18;191;KAPLAN;GÖLGE;M13;924,2;584,9;926,5;3,74;5,28;63,57;7,24;63,16;6,56;64,4;6,7;158,5;193,8;28,63;63,21;56,81;14,82;22,39;20,11;31
18;191;KAPLAN;GÖLGE;M7;990,7;572,3;1015,3;3,44;8,15;62,6;7,181;64,51;5,25;64,7;6,7;144;152,3;23,05;51,94;50,05;12,22;22,04;23,6;32,64
18;191;KAPLAN;GÖLGE;M2;976,4;570,6;998,5;4,3;6,02;65,24;6,368;65,92;5,04;65,5;6,6;150,7;157;26,19;46,41;58,11;13,86;21,67;28,58;32,44
18;191;KAPLAN;GÖLGE;M12;872,7;489,3;1005,1;3,33;5,06;63,54;6,394;63,6;7,87;63,3;6,8;174,1;197,3;21,83;31,05;50,54;12,47;21,92;26,02;39,49
18;191;KAPLAN;GÖLGE;M13;946,1;548,6;958,8;4,22;5,48;63,76;7,16;64,69;7,04;63,1;6,3;181,5;211,9;24,14;53,48;55,13;12,92;21,68;21,26;34,99
18;191;KAPLAN;GÖLGE;M7;937,6;567,5;974,4;5,29;7,94;64,71;6,689;65,41;5,19;64;6,9;163,7;192,8;25,38;31,5;49,31;13,58;21,73;20,66;32,57
18;191;KAPLAN;GÖLGE;M2;968,6;490,1;926;4,94;6,86;64,1;6,369;62,57;6,71;64,3;6,8;178;153,4;21,46;39,06;47,71;14,48;22,78;20,19;39,63
18;191;KAPLAN;GÖLGE;M12;994,9;512,7;950,5;5,22;7,29;62,54;6,59;64,64;7,9;64,2;6,8;158,7;155,1;25,29;37,88;48,43;13,17;21,02;27,08;37,91
18;191;KAPLAN;GÖLGE;M13;981,1;507,8;982,9;3,8;5,4;63,49;7,047;62,01;6,99;63,4;6,6;148,1;211,1;23,73;37,26;55,19;14,68;21,73;24,09;34,98
18;191;KAPLAN;GÖLGE;M7;1016,1;490,9;919,5;4,87;4,92;66,59;6,615;62,76;7,88;63,1;6,2;166,2;183,1;24,23;56,02;53,89;13,57;21,84;24,97;34,74
18;191;KAPLAN;GÖLGE;M2;923,7;579,6;978;4,45;4,32;66,45;6,822;64,62;5,07;64;6,2;185,1;163,6;24,76;51,24;49,87;13,92;21,72;26,43;31,69
18;191;KAPLAN;GÖLGE;M12;993;501;1008,5;4,73;3,8;62,53;6,868;64,09;5,4;63,2;7;160,1;158,4;28,09;41,9;49,95;14,16;22,38;20,59;33,51
18;191;KAPLAN;GÖLGE;M13;918,7;577;965,9;3,43;7,95;63,68;6,737;63,05;7,96;63,9;6,6;141,8;160,2;22,18;57,88;59,04;14,93;22,32;21,61;37,22
18;191;KAPLAN;GÖLGE;M7;896,7;551,6;957,6;4,01;2,57;62,45;6,441;63,24;7,3;63,5;6,6;179,9;178,4;20,86;35,16;56,66;13,9;22,12;24,52;38,46
18;191;KAPLAN;GÖLGE;M2;916,6;570,4;1003,1;5,09;7,13;63,68;6,875;63,94;7,6;65,7;7;148;151,6;27,32;52,97;52,72;13,56;21,48;26,55;33,27
18;191;KAPLAN;GÖLGE;M12;940,5;500,2;952,3;4,34;7,27;66,39;6,617;63,99;7,17;63,3;6,7;165,2;212,2;20,38;48,15;55,08;12,06;22,5;29,86;36
18;191;KAPLAN;GÖLGE;M13;1003,1;569,7;923,7;4,68;2,71;62,62;7,597;64,42;6,2;63,6;6,1;170,6;213,2;21,26;54,63;47,25;12,55;22,18;22,32;37,92
18;191;KAPLAN;GÖLGE;M7;953,8;494,1;937,2;5,41;6,28;65,53;7,128;63,35;5,18;64,6;6,3;147,4;168;24,35;62,16;53,1;13,22;21,92;28,89;36,04
18;191;KAPLAN;GÖLGE;M2;882,9;497,7;917;4,09;2,79;63,14;6,866;63,37;5,97;63,1;6;163,3;189,1;26,31;31,44;49,41;14,74;22,22;29,1;32,12
18;191;KAPLAN;GÖLGE;M12;1008,5;559,9;964,3;4,31;6,72;64,28;7,616;65,29;7,48;64,8;6;155,4;163,8;26,95;56,68;56,25;14,84;21,14;25,25;38,51
18;191;KAPLAN;GÖLGE;M13;925,4;515,6;963,7;2,74;4,71;63,58;6,973;64,33;5,29;65,4;6,9;172,1;160,2;25,17;44,02;47,14;12,72;21,26;24,98;36,64
18;191;KAPLAN;GÖLGE;M7;899,2;558,9;943,6;3,05;3,6;64,84;6,473;62,74;7,93;63,4;6,6;161,4;184,5;28,76;63,87;45,28;12,93;22,38;23,33;33,47
18;191;KAPLAN;GÖLGE;M2;984,8;588,9;980,1;2,51;3,32;65,56;6,63;62,82;5,96;64,3;6,8;170,3;216,6;23,38;37,82;59,23;12,91;21,42;23,86;36,36
18;191;KAPLAN;GÖLGE;M12;989;533,1;961,6;2,91;5,72;63,92;6,687;65,63;7,94;63,5;6,2;147,6;198,8;23,28;59,65;46,99;12,56;22,52;26,41;34,7
18;191;KAPLAN;GÖLGE;M13;1006,9;496,9;952,6;3,46;4,97;64,44;7,192;63,96;6,18;63,6;6;163,6;165,8;21,07;49,74;55,31;13,4;21,99;26,84;31,7
18;191;KAPLAN;GÖLGE;M7;981,4;543;994,8;3,02;2,53;63,71;6,984;64,81;5,74;64,4;6,9;154,2;150,3;21,97;53,6;50,17;12,37;22,32;28,6;38
18;191;KAPLAN;GÖLGE;M2;904,6;556,9;962,1;2,7;4,54;63,17;6,748;63,55;5,76;63,5;6;155,1;169,2;28,9;30,41;59,03;12,9;22,27;21,35;31,69
18;191;KAPLAN;GÖLGE;M12;934,4;553,7;985,9;4,46;7,58;64,77;7,186;65,11;7,4;65,4;6,3;165,7;151,6;25,73;38,11;55,75;13,01;21,74;25,24;33,01
